energy
-21.74290522710862
-20.98040294155205
-20.98040294155199
-20.98040294155198
-20.14365071357172
-20.14365071357169
-20.14365071357167
-20.01571920138443
-20.01571920138442
-20.0157192013844
-19.72325157876412
-19.7232515787641
-19.72325157876409
-19.72325157876406
-19.72325157876405
-19.225815934666
-19.14384474292519
-19.14384474292518
-19.14384474292516
-19.04460059713601
-19.044600597136
-19.04460059713598
-19.04460059713598
-19.04460059713595
-18.69985879378426
-18.69985879378424
-18.69985879378423
-18.69985879378422
-18.6998587937842
-18.57682437401159
-18.57682437401155
-18.57682437401155
-18.49710100593231
-18.49710100593228
-18.49710100593227
-18.49710100593225
-18.49710100593223
-18.3950209123702
-18.27158953036682
-18.2715895303668
-18.27158953036679
-18.27158953036678
-18.27158953036676
-18.21537177606612
-18.21537177606609
-18.21537177606609
-18.13428566890904
-18.13428566890902
-18.13428566890899
-18.13428566890898
-18.13428566890897
-18.13428566890896
-18.13428566890895
-17.69817780143429
-17.69817780143428
-17.69817780143426
-17.69817780143424
-17.69817780143424
-17.39991323248309
-17.39991323248307
-17.39991323248305
-17.39991323248305
-17.39991323248304
-17.39991323248303
-17.399913232483
-17.15566224403069
-17.15566224403065
-17.15566224403065
-17.15566224403064
-17.15566224403062
-17.15566224403061
-17.15566224403059
-16.29402711726949
-16.29402711726946
-16.29402711726941
-16.29402711726941
-16.29402711726941
-16.2940271172694
-16.29402711726939
-16.29402711726938
-16.29402711726936
