x1,x2,corr
0,1,-1.508898502968421
0,2,0.807418422093009
0,3,-0.6600248520125872
0,4,0.5328174832645546
0,5,-0.3958835489711459
0,6,0.3993308311193191
0,7,-0.3909325425434115
0,8,0.3715842543756968
