layer,gap
1,1.930453365645921
1,1.928659633902281
1,1.868094016617151
1,1.411908783158178
1,1.398815543010618
1,1.216280001589966
2,0.958284318447113
3,0.2593582349422057
2,0.21621404187732
3,0.1258703676499104
4,0.7254249721054906
5,0.539542101643014
6,0.7059215159174315
7,0.3423976405263591
8,1.06581410364015e-14
