layer,gap
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
2,0.5091697897160676
3,0.3015857544889471
2,0.5091697897160676
3,0.301585754488948
4,0.1896824207463421
5,0.1235237559365387
6,0.08309362183727664
7,0.05784130499183959
8,0.04155159694423816
9,0.03055369328934177
10,0.02277544585926705
11,0.01711689497903635
12,0.01301841743646648
13,0.01017015544861266
14,0.8200260386712657
