layer,gap
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
2,0.3410813774021086
2,0.3410813774021086
2,0.3410813774021086
2,0.3410813774021086
2,0.3410813774021086
2,0.3410813774021086
2,0.3410813774021086
2,0.3410813774021086
3,0.2677120658854251
3,0.2677120658854251
3,0.2677120658854251
3,0.2677120658854251
4,0.1663268196331629
4,0.1663268196331629
5,0.1972256943589237
